date,weather_code,temp_max,temp_min,weather
2021-12-21,73,1.4,-5.7,Snowy
2021-12-22,3,1.1,-6.7,Sunny
2021-12-23,3,0.1,-7.1,Sunny
2021-12-24,3,5.6,-5.6,Sunny
2021-12-25,3,13.4,3.2,Sunny
2021-12-26,51,6.0,-0.8,Rainy
2021-12-27,61,0.7,-1.2,Rainy
2021-12-28,53,2.2,-1.0,Rainy
2021-12-29,61,0.3,-2.0,Rainy
2021-12-30,71,0.5,-1.2,Snowy
2021-12-31,3,4.8,-0.4,Sunny
2022-01-01,61,11.0,1.5,Rainy
2022-01-02,3,9.8,1.4,Sunny
2022-01-03,3,11.8,1.4,Sunny
2022-01-04,3,12.0,2.3,Sunny
2022-01-05,3,13.5,3.3,Sunny
2022-01-06,3,13.6,0.4,Sunny
2022-01-07,53,4.4,1.0,Rainy
2022-01-08,71,2.9,1.0,Snowy
2022-01-09,51,6.7,1.9,Rainy
2022-01-10,55,4.7,2.4,Rainy
2022-01-11,3,2.2,-2.9,Sunny
2022-01-12,3,-0.0,-4.1,Sunny
2022-01-13,3,1.6,-5.3,Sunny
2022-01-14,3,6.3,-4.1,Sunny
2022-01-15,2,8.4,-3.6,Partly Cloudy
2022-01-16,3,4.6,-5.5,Sunny
2022-01-17,3,8.2,-2.7,Sunny
2022-01-18,3,5.8,-1.7,Sunny
2022-01-19,2,3.6,-4.6,Partly Cloudy
2022-01-20,3,7.2,-3.4,Sunny
2022-01-21,71,4.9,-2.9,Snowy
2022-01-22,2,2.8,-5.4,Partly Cloudy
2022-01-23,71,0.1,-6.4,Snowy
2022-01-24,3,1.0,-6.3,Sunny
2022-01-25,3,0.5,-7.5,Sunny
2022-01-26,3,2.9,-6.8,Sunny
2022-01-27,3,6.8,-5.4,Sunny
2022-01-28,3,9.1,-2.0,Sunny
2022-01-29,3,6.5,-3.0,Sunny
2022-01-30,3,7.9,-4.2,Sunny
2022-01-31,3,8.1,-0.3,Sunny
2022-02-01,3,5.3,-2.7,Sunny
2022-02-02,71,5.3,-1.2,Snowy
2022-02-03,75,7.7,-3.0,Snowy
2022-02-04,3,6.6,-4.3,Sunny
2022-02-05,3,10.1,-3.0,Sunny
2022-02-06,3,8.9,-2.9,Sunny
2022-02-07,51,8.2,-2.1,Rainy
2022-02-08,51,7.6,-1.4,Rainy
2022-02-09,3,11.2,-1.7,Sunny
2022-02-10,0,11.5,-2.2,Sunny
2022-02-11,0,13.1,-0.6,Sunny
2022-02-12,3,7.9,-1.5,Sunny
2022-02-13,3,5.8,-2.1,Sunny
2022-02-14,3,6.6,-3.5,Sunny
2022-02-15,0,10.6,-2.5,Sunny
2022-02-16,3,14.1,-1.4,Sunny
2022-02-17,3,13.3,-0.0,Sunny
2022-02-18,3,12.6,1.6,Sunny
2022-02-19,3,14.7,-1.5,Sunny
2022-02-20,53,8.3,0.7,Rainy
2022-02-21,3,10.7,-0.5,Sunny
2022-02-22,3,13.1,-0.2,Sunny
2022-02-23,51,9.3,3.6,Rainy
2022-02-24,53,9.6,1.4,Rainy
2022-02-25,2,10.6,-3.3,Partly Cloudy
2022-02-26,3,10.4,-2.0,Sunny
2022-02-27,3,8.1,1.7,Sunny
2022-02-28,73,3.9,0.3,Snowy
2022-03-01,73,3.4,-0.2,Snowy
2022-03-02,73,6.0,-3.0,Snowy
2022-03-03,71,7.4,-1.9,Snowy
2022-03-04,73,7.0,-0.8,Snowy
2022-03-05,73,6.8,-0.8,Snowy
2022-03-06,71,3.9,-2.8,Snowy
2022-03-07,73,4.5,-1.0,Snowy
2022-03-08,73,4.6,-2.4,Snowy
2022-03-09,71,2.6,-4.0,Snowy
2022-03-10,71,3.9,-4.1,Snowy
2022-03-11,71,1.8,-6.1,Snowy
2022-03-12,3,4.0,-5.6,Sunny
2022-03-13,3,6.2,-3.6,Sunny
2022-03-14,3,6.9,-3.3,Sunny
2022-03-15,3,12.3,-2.8,Sunny
2022-03-16,51,10.2,-2.5,Rainy
2022-03-17,51,4.6,-2.8,Rainy
2022-03-18,3,6.3,-4.2,Sunny
2022-03-19,3,3.8,-5.0,Sunny
2022-03-20,3,9.0,-3.0,Sunny
2022-03-21,3,11.5,-2.9,Sunny
2022-03-22,0,15.0,1.2,Sunny
2022-03-23,0,14.2,-0.5,Sunny
2022-03-24,0,19.7,0.2,Sunny
2022-03-25,51,13.6,1.7,Rainy
2022-03-26,1,15.4,0.6,Partly Cloudy
2022-03-27,3,18.2,6.0,Sunny
2022-03-28,3,16.5,3.3,Sunny
2022-03-29,3,20.5,4.5,Sunny
2022-03-30,3,22.0,7.0,Sunny
2022-03-31,3,20.9,7.2,Sunny
2022-04-01,53,24.9,13.1,Rainy
2022-04-02,55,18.7,10.1,Rainy
2022-04-03,3,13.3,5.4,Sunny
2022-04-04,3,11.1,1.4,Sunny
2022-04-05,0,15.3,0.5,Sunny
2022-04-06,0,19.8,1.9,Sunny
2022-04-07,63,19.3,6.5,Rainy
2022-04-08,3,21.8,7.1,Sunny
2022-04-09,3,22.8,8.4,Sunny
2022-04-10,61,14.3,5.9,Rainy
2022-04-11,61,12.1,4.3,Rainy
2022-04-12,3,13.1,0.8,Sunny
2022-04-13,3,15.2,2.5,Sunny
2022-04-14,1,19.2,3.6,Partly Cloudy
2022-04-15,3,21.3,5.0,Sunny
2022-04-16,3,20.2,7.3,Sunny
2022-04-17,55,12.0,3.9,Rainy
2022-04-18,51,11.0,3.3,Rainy
2022-04-19,51,9.2,3.8,Rainy
2022-04-20,51,12.8,0.5,Rainy
2022-04-21,3,15.6,3.2,Sunny
2022-04-22,53,17.2,5.6,Rainy
2022-04-23,3,19.9,6.9,Sunny
2022-04-24,3,23.1,8.3,Sunny
2022-04-25,3,24.2,11.7,Sunny
2022-04-26,3,22.9,9.0,Sunny
2022-04-27,51,23.1,12.0,Rainy
2022-04-28,65,17.0,11.7,Rainy
2022-04-29,51,17.5,10.6,Rainy
2022-04-30,51,16.9,7.9,Rainy
2022-05-01,3,18.8,7.1,Sunny
2022-05-02,3,18.8,7.4,Sunny
2022-05-03,3,17.5,8.4,Sunny
2022-05-04,3,20.5,9.0,Sunny
2022-05-05,3,19.8,9.3,Sunny
2022-05-06,2,20.8,8.4,Partly Cloudy
2022-05-07,3,19.4,6.9,Sunny
2022-05-08,3,20.2,7.2,Sunny
2022-05-09,3,21.6,7.5,Sunny
2022-05-10,53,21.0,10.0,Rainy
2022-05-11,51,23.8,9.7,Rainy
2022-05-12,3,27.3,10.6,Sunny
2022-05-13,2,28.7,12.5,Partly Cloudy
2022-05-14,63,26.6,15.5,Rainy
2022-05-15,51,23.6,16.0,Rainy
2022-05-16,61,25.1,15.4,Rainy
2022-05-17,3,28.3,14.7,Sunny
2022-05-18,63,19.7,11.0,Rainy
2022-05-19,3,21.1,7.0,Sunny
2022-05-20,3,25.7,8.8,Sunny
2022-05-21,3,28.2,12.1,Sunny
2022-05-22,51,25.9,15.0,Rainy
2022-05-23,51,21.7,14.6,Rainy
2022-05-24,3,22.8,12.9,Sunny
2022-05-25,3,25.7,11.9,Sunny
2022-05-26,51,29.9,15.9,Rainy
2022-05-27,3,26.6,17.2,Sunny
2022-05-28,51,27.3,14.9,Rainy
2022-05-29,53,23.2,16.0,Rainy
2022-05-30,63,24.6,15.1,Rainy
2022-05-31,65,26.0,16.1,Rainy
2022-06-01,61,28.3,16.2,Rainy
2022-06-02,3,30.1,16.9,Sunny
2022-06-03,53,28.5,18.8,Rainy
2022-06-04,3,28.2,19.0,Sunny
2022-06-05,61,30.8,19.1,Rainy
2022-06-06,63,24.8,17.1,Rainy
2022-06-07,3,26.2,13.5,Sunny
2022-06-08,51,24.9,14.9,Rainy
2022-06-09,51,25.6,15.3,Rainy
2022-06-10,51,24.6,16.2,Rainy
2022-06-11,63,24.4,16.8,Rainy
2022-06-12,63,26.0,17.2,Rainy
2022-06-13,61,27.7,17.4,Rainy
2022-06-14,61,26.2,16.8,Rainy
2022-06-15,63,22.7,15.9,Rainy
2022-06-16,51,26.2,14.7,Rainy
2022-06-17,51,27.1,17.7,Rainy
2022-06-18,51,24.6,17.3,Rainy
2022-06-19,3,27.6,13.8,Sunny
2022-06-20,1,27.5,16.6,Partly Cloudy
2022-06-21,3,34.0,17.7,Sunny
2022-06-22,3,26.9,15.5,Sunny
2022-06-23,3,25.6,14.6,Sunny
2022-06-24,3,28.4,16.5,Sunny
2022-06-25,3,28.6,17.7,Sunny
2022-06-26,61,27.3,19.2,Rainy
2022-06-27,51,29.3,16.9,Rainy
2022-06-28,51,27.7,21.0,Rainy
2022-06-29,55,32.4,18.0,Rainy
2022-06-30,3,33.1,19.6,Sunny
2022-07-01,2,32.5,19.9,Partly Cloudy
2022-07-02,51,32.5,21.2,Rainy
2022-07-03,51,31.3,21.1,Rainy
2022-07-04,55,33.2,20.6,Rainy
2022-07-05,53,33.3,21.3,Rainy
2022-07-06,3,30.5,20.3,Sunny
2022-07-07,63,24.1,18.4,Rainy
2022-07-08,3,28.0,17.2,Sunny
2022-07-09,3,27.4,19.1,Sunny
2022-07-10,61,26.0,17.5,Rainy
2022-07-11,3,23.7,14.3,Sunny
2022-07-12,51,25.6,17.1,Rainy
2022-07-13,3,27.3,13.6,Sunny
2022-07-14,3,31.9,16.9,Sunny
2022-07-15,1,33.2,17.5,Partly Cloudy
2022-07-16,63,30.3,21.6,Rainy
2022-07-17,3,31.1,18.4,Sunny
2022-07-18,3,26.3,18.3,Sunny
2022-07-19,3,28.6,15.4,Sunny
2022-07-20,3,31.6,16.9,Sunny
2022-07-21,51,31.7,20.5,Rainy
2022-07-22,0,33.0,17.9,Sunny
2022-07-23,1,35.0,20.6,Partly Cloudy
2022-07-24,3,36.2,20.2,Sunny
2022-07-25,55,30.2,21.2,Rainy
2022-07-26,2,34.0,21.0,Partly Cloudy
2022-07-27,51,35.2,21.5,Rainy
2022-07-28,53,31.9,21.3,Rainy
2022-07-29,3,32.7,21.0,Sunny
2022-07-30,51,33.6,20.5,Rainy
2022-07-31,63,29.2,19.6,Rainy
2022-08-01,51,26.7,18.9,Rainy
2022-08-02,51,28.4,18.0,Rainy
2022-08-03,51,30.5,19.4,Rainy
2022-08-04,51,30.4,19.1,Rainy
2022-08-05,2,32.6,19.8,Partly Cloudy
2022-08-06,51,31.6,21.9,Rainy
2022-08-07,2,32.8,23.1,Partly Cloudy
2022-08-08,1,32.7,21.3,Partly Cloudy
2022-08-09,51,33.2,22.4,Rainy
2022-08-10,51,29.2,19.9,Rainy
2022-08-11,3,28.1,18.5,Sunny
2022-08-12,2,30.2,17.1,Partly Cloudy
2022-08-13,3,30.7,18.9,Sunny
2022-08-14,63,28.6,19.9,Rainy
2022-08-15,63,26.6,18.6,Rainy
2022-08-16,2,31.2,18.3,Partly Cloudy
2022-08-17,3,31.6,19.1,Sunny
2022-08-18,51,29.7,19.8,Rainy
2022-08-19,0,32.3,20.0,Sunny
2022-08-20,3,32.7,22.2,Sunny
2022-08-21,61,30.3,21.0,Rainy
2022-08-22,61,28.0,20.5,Rainy
2022-08-23,63,28.1,19.3,Rainy
2022-08-24,63,30.4,19.3,Rainy
2022-08-25,3,31.5,20.8,Sunny
2022-08-26,3,31.7,20.1,Sunny
2022-08-27,3,31.5,19.2,Sunny
2022-08-28,1,32.9,17.9,Partly Cloudy
2022-08-29,3,34.3,18.9,Sunny
2022-08-30,3,32.2,21.2,Sunny
2022-08-31,53,28.9,20.9,Rainy
2022-09-01,53,27.6,18.5,Rainy
2022-09-02,63,24.5,17.5,Rainy
2022-09-03,53,17.4,14.3,Rainy
2022-09-04,3,20.2,12.1,Sunny
2022-09-05,3,22.6,11.9,Sunny
2022-09-06,51,23.7,16.2,Rainy
2022-09-07,3,25.1,14.0,Sunny
2022-09-08,3,27.9,14.6,Sunny
2022-09-09,3,28.8,16.0,Sunny
2022-09-10,63,29.7,18.3,Rainy
2022-09-11,51,26.7,16.5,Rainy
2022-09-12,53,24.2,14.5,Rainy
2022-09-13,3,23.4,10.5,Sunny
2022-09-14,3,25.2,10.9,Sunny
2022-09-15,3,31.5,15.9,Sunny
2022-09-16,3,30.1,20.5,Sunny
2022-09-17,61,27.3,16.2,Rainy
2022-09-18,3,20.8,13.8,Sunny
2022-09-19,3,21.7,9.2,Sunny
2022-09-20,51,18.7,9.2,Rainy
2022-09-21,3,18.2,8.4,Sunny
2022-09-22,51,17.8,8.4,Rainy
2022-09-23,51,16.3,8.7,Rainy
2022-09-24,3,20.1,6.9,Sunny
2022-09-25,3,22.6,5.9,Sunny
2022-09-26,3,25.1,11.2,Sunny
2022-09-27,53,23.0,14.7,Rainy
2022-09-28,55,24.4,13.9,Rainy
2022-09-29,3,26.4,13.6,Sunny
2022-09-30,3,28.0,12.9,Sunny
2022-10-01,3,29.6,13.3,Sunny
2022-10-02,63,24.1,15.6,Rainy
2022-10-03,3,20.3,10.1,Sunny
2022-10-04,3,18.1,7.6,Sunny
2022-10-05,3,18.8,7.4,Sunny
2022-10-06,3,21.0,8.2,Sunny
2022-10-07,3,22.0,9.2,Sunny
2022-10-08,3,22.3,13.7,Sunny
2022-10-09,3,23.4,9.0,Sunny
2022-10-10,3,18.1,11.5,Sunny
2022-10-11,3,18.3,9.0,Sunny
2022-10-12,3,20.1,11.3,Sunny
2022-10-13,3,19.9,9.0,Sunny
2022-10-14,51,17.7,10.2,Rainy
2022-10-15,3,17.4,8.5,Sunny
2022-10-16,3,17.2,5.3,Sunny
2022-10-17,0,18.2,3.9,Sunny
2022-10-18,0,18.3,3.8,Sunny
2022-10-19,3,20.7,5.6,Sunny
2022-10-20,51,14.9,8.6,Rainy
2022-10-21,1,14.8,4.7,Partly Cloudy
2022-10-22,3,16.8,4.5,Sunny
2022-10-23,3,23.8,10.9,Sunny
2022-10-24,3,21.8,7.7,Sunny
2022-10-25,3,23.9,9.3,Sunny
2022-10-26,51,22.3,11.4,Rainy
2022-10-27,2,21.0,9.7,Partly Cloudy
2022-10-28,1,20.2,7.5,Partly Cloudy
2022-10-29,3,21.3,6.1,Sunny
2022-10-30,3,21.9,9.7,Sunny
2022-10-31,3,22.4,12.5,Sunny
2022-11-01,0,21.5,8.8,Sunny
2022-11-02,3,24.0,10.4,Sunny
2022-11-03,51,18.5,10.6,Rainy
2022-11-04,3,18.8,8.1,Sunny
2022-11-05,3,19.3,8.6,Sunny
2022-11-06,51,20.5,13.6,Rainy
2022-11-07,3,15.0,8.3,Sunny
2022-11-08,3,17.8,7.4,Sunny
2022-11-09,3,16.3,5.4,Sunny
2022-11-10,3,16.6,4.9,Sunny
2022-11-11,63,11.8,6.9,Rainy
2022-11-12,0,14.2,4.5,Sunny
2022-11-13,3,15.0,3.3,Sunny
2022-11-14,3,12.1,2.7,Sunny
2022-11-15,3,9.8,5.9,Sunny
2022-11-16,3,13.5,5.5,Sunny
2022-11-17,51,14.6,6.4,Rainy
2022-11-18,53,12.7,3.8,Rainy
2022-11-19,61,15.0,8.6,Rainy
2022-11-20,63,10.1,5.9,Rainy
2022-11-21,61,11.4,5.4,Rainy
2022-11-22,51,10.7,5.4,Rainy
2022-11-23,53,12.4,6.6,Rainy
2022-11-24,3,10.1,5.3,Sunny
2022-11-25,51,9.4,4.1,Rainy
2022-11-26,3,8.3,0.3,Sunny
2022-11-27,3,8.6,-0.1,Sunny
2022-11-28,53,5.6,3.3,Rainy
2022-11-29,53,5.5,2.1,Rainy
2022-11-30,51,4.5,3.1,Rainy
2022-12-01,73,3.0,0.5,Snowy
2022-12-02,71,3.2,0.6,Snowy
2022-12-03,3,4.8,2.1,Sunny
2022-12-04,51,3.5,1.5,Rainy
2022-12-05,51,3.6,1.7,Rainy
2022-12-06,3,6.1,3.6,Sunny
2022-12-07,51,7.4,2.3,Rainy
2022-12-08,51,6.7,2.0,Rainy
2022-12-09,51,9.9,4.6,Rainy
2022-12-10,3,13.0,2.5,Sunny
2022-12-11,61,16.0,5.8,Rainy
2022-12-12,71,7.1,1.1,Snowy
2022-12-13,73,3.0,-3.8,Snowy
2022-12-14,51,3.3,-4.3,Rainy
2022-12-15,61,8.3,0.8,Rainy
2022-12-16,51,8.6,-0.4,Rainy
2022-12-17,3,12.6,2.2,Sunny
2022-12-18,51,6.4,1.7,Rainy
2022-12-19,51,1.4,-4.5,Rainy
2022-12-20,3,2.0,-5.6,Sunny
2022-12-21,2,3.5,-4.1,Partly Cloudy
2022-12-22,3,3.8,-4.7,Sunny
2022-12-23,3,4.8,-3.4,Sunny
2022-12-24,53,4.8,-0.5,Rainy
2022-12-25,1,12.7,0.9,Partly Cloudy
2022-12-26,3,5.1,-1.1,Sunny
2022-12-27,3,12.6,1.8,Sunny
2022-12-28,3,7.7,-1.1,Sunny
2022-12-29,3,8.0,-3.6,Sunny
2022-12-30,3,10.4,-0.2,Sunny
2022-12-31,3,12.3,0.7,Sunny
2023-01-01,3,13.7,3.5,Sunny
2023-01-02,0,15.3,5.2,Sunny
2023-01-03,3,13.5,4.4,Sunny
2023-01-04,3,9.3,1.2,Sunny
2023-01-05,3,9.8,1.5,Sunny
2023-01-06,3,13.2,5.4,Sunny
2023-01-07,3,9.1,-2.0,Sunny
2023-01-08,3,7.2,-0.6,Sunny
2023-01-09,3,8.5,2.0,Sunny
2023-01-10,63,11.7,1.8,Rainy
2023-01-11,55,9.0,1.2,Rainy
2023-01-12,75,1.6,0.1,Snowy
2023-01-13,3,5.8,0.5,Sunny
2023-01-14,3,5.7,2.9,Sunny
2023-01-15,3,6.5,1.8,Sunny
2023-01-16,3,7.6,-1.4,Sunny
2023-01-17,3,13.9,0.2,Sunny
2023-01-18,51,19.2,5.9,Rainy
2023-01-19,3,18.9,7.7,Sunny
2023-01-20,51,15.2,5.8,Rainy
2023-01-21,51,9.9,0.4,Rainy
2023-01-22,63,11.8,7.3,Rainy
2023-01-23,3,6.9,1.4,Sunny
2023-01-24,3,3.3,0.0,Sunny
2023-01-25,3,1.9,-0.5,Sunny
2023-01-26,71,3.7,-0.5,Snowy
2023-01-27,75,3.0,-0.1,Snowy
2023-01-28,75,0.8,-0.8,Snowy
2023-01-29,73,0.7,-0.7,Snowy
2023-01-30,71,1.5,-2.1,Snowy
2023-01-31,73,1.7,-4.2,Snowy
2023-02-01,3,6.3,-7.5,Sunny
2023-02-02,3,6.9,-1.3,Sunny
2023-02-03,51,7.5,-2.3,Rainy
2023-02-04,73,4.9,-0.3,Snowy
2023-02-05,3,1.5,-3.5,Sunny
2023-02-06,71,1.8,-3.7,Snowy
2023-02-07,3,1.6,-4.8,Sunny
2023-02-08,73,-0.2,-4.8,Snowy
2023-02-09,0,0.8,-7.3,Sunny
2023-02-10,0,2.5,-8.2,Sunny
2023-02-11,3,4.3,-7.5,Sunny
2023-02-12,3,4.6,-4.8,Sunny
2023-02-13,3,7.3,-3.9,Sunny
2023-02-14,3,8.3,-4.7,Sunny
2023-02-15,1,9.5,-3.1,Partly Cloudy
2023-02-16,2,9.5,-2.9,Partly Cloudy
2023-02-17,3,11.4,-1.1,Sunny
2023-02-18,3,15.5,2.5,Sunny
2023-02-19,3,17.1,8.5,Sunny
2023-02-20,55,11.2,4.1,Rainy
2023-02-21,3,18.0,5.3,Sunny
2023-02-22,2,13.7,3.7,Partly Cloudy
2023-02-23,3,7.9,4.9,Sunny
2023-02-24,53,8.9,4.5,Rainy
2023-02-25,51,13.7,1.4,Rainy
2023-02-26,51,20.4,5.0,Rainy
2023-02-27,51,10.4,3.2,Rainy
2023-02-28,51,4.7,1.4,Rainy
2023-03-01,53,6.0,2.7,Rainy
2023-03-02,3,6.5,2.1,Sunny
2023-03-03,51,8.5,0.8,Rainy
2023-03-04,51,11.8,4.1,Rainy
2023-03-05,3,10.6,0.6,Sunny
2023-03-06,3,10.6,-0.5,Sunny
2023-03-07,3,15.5,-0.2,Sunny
2023-03-08,3,16.4,2.2,Sunny
2023-03-09,3,18.3,5.6,Sunny
2023-03-10,53,18.1,7.1,Rainy
2023-03-11,63,16.5,7.9,Rainy
2023-03-12,3,9.8,2.0,Sunny
2023-03-13,3,12.3,0.4,Sunny
2023-03-14,3,14.9,-0.2,Sunny
2023-03-15,3,13.5,1.2,Sunny
2023-03-16,51,7.9,5.4,Rainy
2023-03-17,3,10.2,-0.0,Sunny
2023-03-18,71,11.3,3.4,Snowy
2023-03-19,3,14.5,2.0,Sunny
2023-03-20,3,17.1,1.2,Sunny
2023-03-21,51,16.9,5.5,Rainy
2023-03-22,53,11.1,7.9,Rainy
2023-03-23,3,16.6,6.1,Sunny
2023-03-24,3,19.7,7.0,Sunny
2023-03-25,3,21.6,5.3,Sunny
2023-03-26,53,18.4,9.0,Rainy
2023-03-27,61,21.4,4.7,Rainy
2023-03-28,55,9.6,4.1,Rainy
2023-03-29,71,7.3,-1.0,Snowy
2023-03-30,3,11.6,-3.3,Sunny
2023-03-31,51,18.3,3.5,Rainy
2023-04-01,61,14.2,5.6,Rainy
2023-04-02,61,15.9,7.8,Rainy
2023-04-03,61,16.0,6.5,Rainy
2023-04-04,61,9.2,3.7,Rainy
2023-04-05,51,9.6,4.7,Rainy
2023-04-06,3,11.5,2.9,Sunny
2023-04-07,3,9.0,0.4,Sunny
2023-04-08,51,11.9,4.0,Rainy
2023-04-09,51,15.1,4.4,Rainy
2023-04-10,51,16.1,6.6,Rainy
2023-04-11,55,14.3,8.1,Rainy
2023-04-12,53,13.3,6.5,Rainy
2023-04-13,3,17.6,5.3,Sunny
2023-04-14,53,20.9,7.0,Rainy
2023-04-15,53,19.1,8.9,Rainy
2023-04-16,63,16.9,10.1,Rainy
2023-04-17,55,12.1,9.1,Rainy
2023-04-18,51,15.1,8.4,Rainy
2023-04-19,51,16.1,8.3,Rainy
2023-04-20,55,15.3,7.0,Rainy
2023-04-21,53,16.7,8.2,Rainy
2023-04-22,61,17.3,5.2,Rainy
2023-04-23,3,18.7,6.1,Sunny
2023-04-24,51,20.2,6.5,Rainy
2023-04-25,63,16.5,9.2,Rainy
2023-04-26,63,17.0,7.7,Rainy
2023-04-27,51,13.9,8.2,Rainy
2023-04-28,3,15.3,3.9,Sunny
2023-04-29,3,16.5,4.0,Sunny
2023-04-30,2,20.2,4.9,Partly Cloudy
2023-05-01,3,20.7,8.3,Sunny
2023-05-02,3,21.4,8.1,Sunny
2023-05-03,51,19.8,7.3,Rainy
2023-05-04,61,15.2,10.0,Rainy
2023-05-05,3,19.6,8.3,Sunny
2023-05-06,51,21.4,11.1,Rainy
2023-05-07,3,21.4,8.8,Sunny
2023-05-08,61,15.6,9.7,Rainy
2023-05-09,53,13.5,7.6,Rainy
2023-05-10,51,15.7,5.5,Rainy
2023-05-11,3,16.9,5.5,Sunny
2023-05-12,3,15.4,6.1,Sunny
2023-05-13,51,18.0,9.5,Rainy
2023-05-14,3,21.2,8.6,Sunny
2023-05-15,3,23.0,9.9,Sunny
2023-05-16,3,25.1,13.2,Sunny
2023-05-17,61,20.1,13.2,Rainy
2023-05-18,53,22.0,13.2,Rainy
2023-05-19,51,24.7,15.3,Rainy
2023-05-20,51,25.4,13.6,Rainy
2023-05-21,51,25.2,15.7,Rainy
2023-05-22,3,23.8,14.5,Sunny
2023-05-23,51,24.4,12.8,Rainy
2023-05-24,3,25.8,12.0,Sunny
2023-05-25,51,25.8,13.4,Rainy
2023-05-26,61,24.7,15.0,Rainy
2023-05-27,61,24.9,14.6,Rainy
2023-05-28,61,23.2,15.4,Rainy
2023-05-29,63,24.6,15.1,Rainy
2023-05-30,3,26.5,14.9,Sunny
2023-05-31,3,27.2,14.6,Sunny
2023-06-01,55,25.4,16.2,Rainy
2023-06-02,51,26.6,14.3,Rainy
2023-06-03,63,25.1,15.5,Rainy
2023-06-04,3,23.1,15.5,Sunny
2023-06-05,3,24.9,12.7,Sunny
2023-06-06,3,25.9,12.1,Sunny
2023-06-07,3,25.7,13.6,Sunny
2023-06-08,3,26.3,13.4,Sunny
2023-06-09,3,27.2,13.7,Sunny
2023-06-10,3,28.6,15.1,Sunny
2023-06-11,63,26.9,16.1,Rainy
2023-06-12,3,24.4,16.4,Sunny
2023-06-13,3,23.4,13.3,Sunny
2023-06-14,3,25.7,14.3,Sunny
2023-06-15,3,28.9,17.5,Sunny
2023-06-16,3,27.8,17.8,Sunny
2023-06-17,51,28.2,17.9,Rainy
2023-06-18,63,26.9,17.8,Rainy
2023-06-19,53,26.6,17.4,Rainy
2023-06-20,51,27.2,16.1,Rainy
2023-06-21,2,28.2,17.7,Partly Cloudy
2023-06-22,51,29.4,18.8,Rainy
2023-06-23,51,32.1,19.4,Rainy
2023-06-24,53,32.6,20.9,Rainy
2023-06-25,63,28.7,19.4,Rainy
2023-06-26,53,27.1,18.9,Rainy
2023-06-27,51,29.5,18.4,Rainy
2023-06-28,61,24.3,16.1,Rainy
2023-06-29,3,24.8,14.3,Sunny
2023-06-30,0,27.8,13.7,Sunny
2023-07-01,0,30.1,14.8,Sunny
2023-07-02,53,28.3,17.8,Rainy
2023-07-03,51,30.2,17.7,Rainy
2023-07-04,51,32.1,19.6,Rainy
2023-07-05,63,32.0,20.1,Rainy
2023-07-06,53,33.1,19.5,Rainy
2023-07-07,51,29.5,19.8,Rainy
2023-07-08,61,27.0,18.9,Rainy
2023-07-09,3,29.7,16.0,Sunny
2023-07-10,3,31.2,17.9,Sunny
2023-07-11,65,31.2,18.5,Rainy
2023-07-12,3,32.1,19.7,Sunny
2023-07-13,51,35.7,21.8,Rainy
2023-07-14,63,33.4,22.8,Rainy
2023-07-15,51,31.4,21.7,Rainy
2023-07-16,0,33.9,20.7,Sunny
2023-07-17,1,35.4,20.9,Partly Cloudy
2023-07-18,0,35.8,22.0,Sunny
2023-07-19,2,34.3,22.3,Partly Cloudy
2023-07-20,51,34.4,23.0,Rainy
2023-07-21,0,32.0,20.4,Sunny
2023-07-22,61,33.4,21.1,Rainy
2023-07-23,55,27.0,21.3,Rainy
2023-07-24,1,32.5,18.0,Partly Cloudy
2023-07-25,3,37.6,19.4,Sunny
2023-07-26,3,36.4,22.2,Sunny
2023-07-27,65,24.9,17.5,Rainy
2023-07-28,3,26.7,13.5,Sunny
2023-07-29,3,30.7,15.4,Sunny
2023-07-30,3,32.5,18.0,Sunny
2023-07-31,61,25.8,19.9,Rainy
2023-08-01,51,28.9,17.2,Rainy
2023-08-02,61,32.9,19.2,Rainy
2023-08-03,0,34.3,18.3,Sunny
2023-08-04,3,38.0,22.9,Sunny
2023-08-05,1,34.0,21.7,Partly Cloudy
2023-08-06,63,28.3,21.4,Rainy
2023-08-07,51,28.0,18.0,Rainy
2023-08-08,63,23.3,16.4,Rainy
2023-08-09,3,25.6,14.0,Sunny
2023-08-10,51,27.3,16.6,Rainy
2023-08-11,51,28.0,17.2,Rainy
2023-08-12,2,27.8,19.1,Partly Cloudy
2023-08-13,3,29.8,17.9,Sunny
2023-08-14,2,30.8,17.5,Partly Cloudy
2023-08-15,51,30.1,20.6,Rainy
2023-08-16,53,31.7,22.5,Rainy
2023-08-17,3,32.2,21.5,Sunny
2023-08-18,51,33.3,22.0,Rainy
2023-08-19,3,32.5,22.0,Sunny
2023-08-20,2,35.1,20.5,Partly Cloudy
2023-08-21,1,34.9,23.2,Partly Cloudy
2023-08-22,1,35.0,24.3,Partly Cloudy
2023-08-23,3,35.7,23.7,Sunny
2023-08-24,51,32.5,22.6,Rainy
2023-08-25,1,33.4,22.0,Partly Cloudy
2023-08-26,1,35.1,22.1,Partly Cloudy
2023-08-27,0,34.4,21.7,Sunny
2023-08-28,0,34.9,19.5,Sunny
2023-08-29,2,36.2,21.3,Partly Cloudy
2023-08-30,65,28.8,20.7,Rainy
2023-08-31,3,28.7,19.2,Sunny
2023-09-01,1,26.5,17.0,Partly Cloudy
2023-09-02,2,28.0,18.8,Partly Cloudy
